car_reg,purchase_date,county,make,model,type,colour,tax_band,price
191-D-3433,2019-Jan-17,Dublin,bmw,5 series : estate,,<colour>Blue</colour>,C,60920
191-d-4723,22 Feb,DUBLIN,Mazda : Mazda3,,Hatchback,RED,2,29862
XXX-X-3346,2019-07-16,Dublin,Audi : A6 (Saloon),,,white,c,79465
202-D-4105,2020-Jul-06,,Toyota,Corolla,Hatchback,Blue,B,29969
181-G-968,2018-Jan-03,,BMW,3 Series,Saloon,Blue,B,60298
181-d-2500,19 Jan,DUBLIN,BMW : 3 Series,,Saloon,RED,2,54480
XXX-X-110,2019-07-13,Limerick,Mazda : Mazda3 (Hatchback),,,silver,b,29228
181-D-2823,2018-Mar-12,,Toyota,Rav4,SUV,White,B,36561
201-D-4130,2020-Jan-21,,Opel,Astra,Hatchback,Blue,A,30204
201-D-3336,2020-Jan-16,,mazda,MAZDA6,Estate,#C0C0C0,B,38220
191-g-3323,13 Jan,GALWAY,Mazda : CX-30,,SUV,WHITE,2,36107
XXX-X-1530,2018-05-03,Dublin,Mercedes : C-Class (Saloon),,,red,b,108868
202-G-626,2020-Nov-22,,BMW,2 series,Coupe,Red,B,65218
202-G-3057,2020-Jul-02,,Ford,Mustang,Coupe,Blue,C,66578
191-w-2563,02 Mar,WATERFORD,Toyota : Corolla,,Hatchback,WHITE,2,33886
XXX-X-1015,2019-01-03,Cork,Ford : Fiesta (Hatchback),,,white,a,26848
192-D-1319,2019-Jul-07,,Mazda,Mazda3,Hatchback,Silver,B,32561
181-L-2908,2018-Jan-04,Limerick,mazda,mazda3 : saloon,,<colour>Red</colour>,B,30938
202-D-3303,2020-Jul-09,,toyota,YARIS,Hatchback,#0000FF,A,18865
181-w-12,22 Mar,WATERFORD,Toyota : Rav4,,SUV,WHITE,2,42325
201-g-712,21 Jan,GALWAY,Ford : Focus,,Hatchback,WHITE,1,28965
XXX-X-1763,2018-09-19,Cork,Mazda : Mazda3 (Hatchback),,,red,b,36912
181-C-111,2018-Jan-01,,Mazda,CX-5,SUV,Silver,B,42663
XXX-X-2271,2019-07-05,Dublin,Ford : Mondeo (Hatchback),,,silver,b,38750
201-d-2078,04 Feb,DUBLIN,Mazda : Mazda3,,Hatchback,WHITE,2,33777
201-C-640,2020-Jan-05,Cork,mazda,mazda3 : hatchback,,<colour>Blue</colour>,B,28334
XXX-X-898,2019-01-14,Galway,Audi : A4 (Estate),,,red,b,53487
202-D-3070,2020-Jul-27,,audi,A6,Estate,#FFFFFF,C,67943
182-D-3348,2018-Jul-06,Dublin,ford,focus : estate,,<colour>Blue</colour>,A,34200
181-c-2164,05 Feb,CORK,Opel : Astra,,Estate,WHITE,2,29937
192-D-3123,2019-Jul-16,,BMW,5 Series,Estate,Blue,C,81346
XXX-X-833,2019-07-20,Dublin,Ford : Mondeo (Hatchback),,,red,b,39823
XXX-X-2506,2019-02-20,Waterford,BMW : 3 Series (Estate),,,white,b,57314
201-d-3326,14 Mar,DUBLIN,Ford : Fiesta,,Hatchback,WHITE,1,23505
202-D-2945,2020-Jul-24,Dublin,toyota,rav4 : suv,,<colour>White</colour>,B,40743
182-D-2754,2018-Jul-17,,bmw,3 SERIES,Saloon,#C0C0C0,B,49834
XXX-X-311,2019-07-16,Dublin,BMW : 2 series (Coupe),,,silver,b,59164
181-G-4213,2018-Jan-27,Galway,ford,mustang : coupe,,<colour>White</colour>,C,68178
201-c-1393,04 Apr,CORK,Toyota : Corolla,,Hatchback,BLUE,2,27772
XXX-X-3972,2020-01-20,Dublin,Mercedes : C-Class (Estate),,,blue,b,89168
XXX-X-2123,2018-07-16,Dublin,Toyota : Corolla (Saloon),,,orange,b,31844
201-C-3737,2020-Mar-15,Cork,toyota,yaris : hatchback,,<colour>Orange</colour>,A,16055
181-G-1066,2018-Mar-10,Galway,mercedes,a-class : saloon,,<colour>Silver</colour>,B,38104
XXX-X-4687,2019-02-07,Galway,BMW : 2 series (Coupe),,,white,b,54823
191-C-2631,2019-Jan-19,Cork,bmw,2 series : coupe,,<colour>White</colour>,B,51056
201-D-4711,2020-Jan-01,,Ford,Focus,Hatchback,Blue,A,40956
181-l-1353,20 Mar,LIMERICK,Ford : Mondeo,,Hatchback,WHITE,2,31279
191-d-2802,13 Mar,DUBLIN,Opel : Astra,,Hatchback,WHITE,1,27733
181-C-552,2018-Jan-11,,Audi,Q3,SUV,Orange,B,49827
201-G-490,2020-Jan-21,,Mercedes,A-Class,Hatchback,White,B,33991
181-L-1066,2018-Jan-04,,Ford,Mondeo,Saloon,White,B,39595
181-d-64,07 Jan,DUBLIN,Opel : Grandland X,,SUV,RED,2,32062
202-C-3721,2020-Oct-09,Cork,bmw,3 series : hatchback,,<colour>White</colour>,C,51388
201-g-3145,11 Jan,GALWAY,Toyota : Yaris,,Hatchback,BLUE,1,18432
181-g-1857,01 Jan,GALWAY,Audi : Q3,,SUV,RED,2,47433
XXX-X-1412,2018-04-01,Galway,Ford : Focus (Hatchback),,,white,a,24254
181-w-2870,05 Feb,WATERFORD,Mazda : CX-5,,SUV,SILVER,2,38441
181-D-2635,2018-Jan-04,Dublin,bmw,3 series : estate,,<colour>White</colour>,B,49906
XXX-X-3424,2019-01-12,Dublin,Opel : Astra (Hatchback),,,white,a,26990
XXX-X-1026,2020-03-27,Galway,Opel : Astra (Estate),,,red,b,28275
191-G-1438,2019-Mar-27,,mercedes,A-CLASS,Saloon,#C0C0C0,B,53204
181-C-3975,2018-Jan-16,,Ford,Kuga,SUV,Blue,B,43568
201-l-3897,26 Jan,LIMERICK,Ford : Fiesta,,Hatchback,WHITE,1,28308
191-D-3690,2019-Feb-15,,Mercedes,A-Class,Hatchback,White,B,42638
202-D-4920,2020-Jul-20,,opel,ASTRA,Estate,#FFFFFF,B,25555
201-c-3306,17 Feb,CORK,Audi : A6,,Estate,WHITE,3,92006
XXX-X-267,2019-01-13,Cork,BMW : 3 Series (Saloon),,,white,b,68042
191-l-4077,10 Jan,LIMERICK,Mazda : Mazda6,,Saloon,WHITE,2,39586
XXX-X-2025,2020-02-25,Limerick,Opel : Crossland X (SUV),,,silver,a,25143
201-L-1804,2020-Jan-12,Limerick,mazda,cx-30 : suv,,<colour>Red</colour>,B,41266
201-D-1939,2020-Jan-06,Dublin,audi,a6 : saloon,,<colour>Silver</colour>,C,59564
191-g-2015,10 Jan,GALWAY,Toyota : Camery,,Saloon,ORANGE,2,42405
191-D-3688,2019-Jan-21,,Mercedes,A-Class,Hatchback,White,B,54821
XXX-X-1329,2019-01-17,Dublin,BMW : 3 Series (Estate),,,white,b,46647
XXX-X-3078,2020-03-13,Galway,Ford : Mondeo (Saloon),,,white,b,37274
182-l-3450,18 Jul,LIMERICK,Mazda : Mazda3,,Hatchback,WHITE,2,32940
201-d-1474,04 Jan,DUBLIN,Toyota : Prius,,Hatchback,ORANGE,2,36130
201-W-809,2020-Jan-14,,audi,Q7,SUV,#C0C0C0,D,104638
202-D-1990,2020-Aug-07,Dublin,toyota,yaris : hatchback,,<colour>Red</colour>,A,17262
201-D-2238,2020-Jan-18,,Ford,Mustang,Coupe,White,C,50259
191-L-1536,2019-Jan-16,,Mercedes,C-Class,Estate,Blue,B,112223
XXX-X-17,2020-04-07,Dublin,Ford : Focus (Hatchback),,,blue,a,41302
191-w-2994,04 Mar,WATERFORD,Ford : Mondeo,,Saloon,BLUE,2,35582
202-C-1846,2020-Oct-13,,Audi,A4,Saloon,White,B,45774
XXX-X-3645,2018-03-19,Limerick,Toyota : Yaris (Hatchback),,,red,a,19028
181-d-3519,07 Jan,DUBLIN,BMW : 3 Series,,Saloon,RED,2,56830
XXX-X-1002,2018-01-18,Dublin,Mazda : Mazda6 (Saloon),,,silver,b,44331
191-c-879,05 Jan,CORK,Ford : Focus,,Estate,WHITE,1,28489
201-d-1742,22 Jan,DUBLIN,BMW : 3 Series,,Saloon,SILVER,2,52455
181-G-1689,2018-Jan-06,,Ford,Mondeo,Saloon,White,B,38581
XXX-X-4789,2019-04-17,Galway,Ford : Mondeo (Saloon),,,white,b,36367
201-G-4479,2020-Jan-10,,Audi,A4,Estate,White,B,52225
191-D-3553,2019-Mar-20,Dublin,audi,a4 : saloon,,<colour>Red</colour>,B,49510
XXX-X-2685,2020-02-09,Cork,Mercedes : GLC-Class (SUV),,,silver,c,92218
192-d-2894,04 Jul,DUBLIN,Ford : Fiesta,,Hatchback,SILVER,1,28243
201-C-4665,2020-Mar-06,,ford,FIESTA,Hatchback,#FFFFFF,A,26209
191-l-2719,27 Feb,LIMERICK,Mazda : CX-30,,SUV,RED,2,39252
201-c-1872,19 Feb,CORK,Mazda : CX-30,,SUV,RED,2,41288
181-G-135,2018-Mar-10,,BMW,3 Series,Estate,White,B,46809
XXX-X-3032,2020-05-18,Cork,Mercedes : GLC-Class (SUV),,,silver,c,135123
192-c-4737,14 Nov,CORK,Ford : Mondeo,,Hatchback,BLUE,2,35434
XXX-X-3138,2020-05-07,Limerick,Ford : Focus (Hatchback),,,white,a,29347
202-D-4878,2020-Jul-27,Dublin,bmw,7 series : saloon,,<colour>White</colour>,D,100110
181-c-1231,18 Jan,CORK,Opel : Crossland X,,SUV,WHITE,1,22843
XXX-X-1502,2018-11-11,Limerick,Ford : Mustang (Coupe),,,red,c,65781
181-L-808,2018-Feb-04,Limerick,mazda,mazda6 : saloon,,<colour>White</colour>,B,39559
182-C-3655,2018-Jul-01,Cork,ford,focus : hatchback,,<colour>Blue</colour>,A,32528
XXX-X-4947,2020-01-11,Dublin,Audi : A6 (Saloon),,,silver,c,77957
191-g-4810,04 Jan,GALWAY,BMW : 3 Series,,Hatchback,SILVER,3,69769
201-G-3834,2020-Jan-03,,Toyota,Rav4,SUV,White,B,48934
181-L-1264,2018-Mar-22,,Ford,Focus,Hatchback,White,A,34267
201-l-4747,27 Jan,LIMERICK,Audi : Q3,,SUV,RED,2,40748
XXX-X-466,2020-07-12,Galway,Ford : Mustang (Coupe),,,blue,c,56023
XXX-X-28,2020-11-24,Dublin,Toyota : Rav4 (SUV),,,red,b,47825
201-C-3286,2020-Jan-14,,Toyota,Yaris,Hatchback,Silver,A,17926
191-L-961,2019-Apr-02,,BMW,3 Series,Estate,White,B,62327
192-L-4970,2019-Jul-13,Limerick,opel,astra : estate,,<colour>Red</colour>,B,27820
191-G-2173,2019-May-12,,Mazda,Mazda3,Saloon,Red,B,34783
201-G-3147,2020-Jan-18,,bmw,3 SERIES,Hatchback,#C0C0C0,C,50172
202-d-1541,21 Jul,DUBLIN,Audi : A4,,Saloon,RED,2,50825
202-d-1475,23 Jul,DUBLIN,Toyota : Corolla,,Saloon,WHITE,2,28741
192-C-4388,2019-Sep-10,,Opel,Insignia,Hatchback,Silver,B,29875
181-D-4785,2018-Jan-15,Dublin,audi,a6 : saloon,,<colour>Red</colour>,C,55520
201-C-4441,2020-Jan-13,,Audi,A4,Estate,Red,B,53376
201-D-2400,2020-Jan-15,Dublin,bmw,2 series : coupe,,<colour>Red</colour>,B,94654
202-D-3681,2020-Nov-01,,Opel,Astra,Estate,White,B,28653
191-L-948,2019-Feb-06,,Mercedes,A-Class,Saloon,White,B,40635
191-G-3078,2019-Mar-16,,opel,CROSSLAND X,SUV,#0000FF,A,24970
192-D-573,2019-Jul-02,,Audi,A4,Estate,White,B,47115
XXX-X-1335,2020-03-11,Cork,Mercedes : A-Class (Saloon),,,orange,b,38978
201-d-4637,05 Mar,DUBLIN,Ford : Mustang,,Coupe,WHITE,3,66194
191-C-3955,2019-May-25,,Toyota,Corolla,Hatchback,Blue,B,31790
191-d-2464,12 Mar,DUBLIN,Opel : Insignia,,Hatchback,WHITE,2,37532
182-d-28,04 Jul,DUBLIN,Mercedes : A-Class,,Hatchback,SILVER,2,37694
201-L-4658,2020-Feb-27,Limerick,mazda,cx-5 : suv,,<colour>Red</colour>,B,46278
201-c-744,21 Jan,CORK,Opel : Crossland X,,SUV,WHITE,1,23034
XXX-X-1670,2018-01-26,Dublin,Opel : Insignia (Hatchback),,,silver,b,36872
192-C-4750,2019-Nov-21,Cork,toyota,corolla : saloon,,<colour>Orange</colour>,B,30177
202-W-1276,2020-Jul-18,,Opel,Corsa,Hatchback,White,A,24441
182-L-4582,2018-Aug-16,,BMW,2 series,Coupe,White,B,111134
191-d-2458,12 Jan,DUBLIN,BMW : 3 Series,,Hatchback,WHITE,3,51143
191-D-4345,2019-Jan-23,,Opel,Astra,Hatchback,Silver,A,27046
XXX-X-1424,2020-03-13,Galway,Audi : Q3 (SUV),,,red,b,52577
201-g-4601,07 Jan,GALWAY,Mercedes : A-Class,,Hatchback,RED,2,49801
191-C-2934,2019-Jan-05,,Mazda,Mazda3,Saloon,Red,B,31095
201-d-3534,09 May,DUBLIN,Mazda : Mazda6,,Estate,BLUE,2,42745
XXX-X-193,2018-01-23,Dublin,Ford : Mondeo (Saloon),,,white,b,39752
XXX-X-757,2019-03-11,Cork,BMW : 2 series (Coupe),,,silver,b,54942
XXX-X-547,2019-02-16,Limerick,Mercedes : C-Class (Saloon),,,white,b,93606
XXX-X-2602,2019-02-12,Galway,Audi : A6 (Estate),,,red,c,73422
191-D-1816,2019-Mar-07,,Mercedes,C-Class,Saloon,White,B,98549
XXX-X-405,2020-01-26,Galway,Audi : A6 (Estate),,,blue,c,64434
XXX-X-2560,2020-02-13,Dublin,Mercedes : A-Class (Hatchback),,,white,b,40398
201-D-2825,2020-Jan-04,,BMW,X3,SUV,Red,C,106398
XXX-X-1189,2018-02-23,Dublin,Ford : Focus (Hatchback),,,blue,a,24872
201-D-3057,2020-Apr-15,,Opel,Corsa,Hatchback,Blue,A,18940
181-g-402,12 Feb,GALWAY,Opel : Astra,,Hatchback,WHITE,1,31271
201-C-4139,2020-Apr-18,Cork,bmw,x3 : suv,,<colour>White</colour>,C,121690
191-C-1250,2019-Jan-04,Cork,opel,astra : hatchback,,<colour>Red</colour>,A,29882
201-L-3775,2020-Mar-03,,Mercedes,AMG-GT,Hatchback,Silver,D,162569
192-d-3261,05 Jul,DUBLIN,Toyota : Camery,,Saloon,WHITE,2,39957
201-D-308,2020-Mar-19,,mazda,MAZDA6,Saloon,#FFFFFF,B,43178
191-g-3773,11 Feb,GALWAY,Mazda : CX-5,,SUV,RED,2,34980
XXX-X-2053,2019-01-17,Dublin,BMW : 3 Series (Hatchback),,,blue,c,51657
201-L-1736,2020-Feb-04,,Mazda,Mazda6,Estate,Red,B,39828
182-D-2516,2018-Jul-25,Dublin,ford,mondeo : saloon,,<colour>White</colour>,B,34627
182-C-3973,2018-Oct-27,,opel,ASTRA,Estate,#C0C0C0,B,26632
201-G-3344,2020-Jan-22,,Ford,Focus,Estate,Blue,A,24899
XXX-X-1130,2020-01-15,Dublin,Toyota : Corolla (Saloon),,,white,b,30612
201-D-676,2020-Feb-19,Dublin,opel,insignia : hatchback,,<colour>White</colour>,B,37362
201-D-4846,2020-Feb-24,,Mazda,Mazda3,Saloon,Orange,B,36118
181-D-4548,2018-Feb-19,,toyota,YARIS,Hatchback,#C0C0C0,A,15109
191-c-2661,12 Mar,CORK,Ford : Fiesta,,Hatchback,BLUE,1,20470
XXX-X-4082,2019-02-09,Galway,Ford : Fiesta (Hatchback),,,blue,a,19804
191-d-4295,02 Mar,DUBLIN,Mazda : Mazda6,,Saloon,SILVER,2,36923
201-D-3928,2020-Jan-04,Dublin,toyota,camery : saloon,,<colour>Silver</colour>,B,42488
181-d-4156,22 Jan,DUBLIN,Mercedes : C-Class,,Saloon,BLUE,2,90931
182-d-3548,10 Aug,DUBLIN,Mazda : CX-30,,SUV,WHITE,2,42601
XXX-X-2834,2020-04-04,Galway,Mazda : CX-5 (SUV),,,red,b,46828
XXX-X-208,2019-08-26,Limerick,Audi : A6 (Saloon),,,white,c,54562
201-c-889,15 Jan,CORK,Mercedes : A-Class,,Hatchback,BLUE,2,61044
202-G-2192,2020-Jul-07,,ford,MUSTANG,Coupe,#0000FF,C,68031
191-g-1811,06 Feb,GALWAY,Audi : A6,,Estate,SILVER,3,55345
201-D-3960,2020-Jan-13,,mazda,MAZDA3,Saloon,#FFFFFF,B,36136
181-d-4204,02 Feb,DUBLIN,Ford : Focus,,Hatchback,WHITE,1,40471
192-l-3976,19 Jul,LIMERICK,Toyota : Yaris,,Hatchback,SILVER,1,19286
182-D-1353,2018-Jul-18,,Mercedes,AMG-GT,Hatchback,White,D,170162
201-D-4614,2020-Mar-19,,ford,MONDEO,Saloon,#FFFFFF,B,38495
201-c-3085,25 Feb,CORK,Ford : Fiesta,,Hatchback,BLUE,1,28528
201-D-1446,2020-Jan-11,,Mazda,CX-5,SUV,Blue,B,34682
202-C-2098,2020-Aug-07,,Ford,Fiesta,Hatchback,White,A,20785
XXX-X-3708,2020-05-21,Dublin,Audi : Q7 (SUV),,,white,d,106018
192-W-602,2019-Aug-03,Waterford,toyota,corolla : saloon,,<colour>White</colour>,B,28405
XXX-X-523,2019-02-06,Dublin,Toyota : Yaris (Hatchback),,,white,a,19801
181-C-2497,2018-Jan-12,Cork,opel,insignia : hatchback,,<colour>White</colour>,B,37235
XXX-X-4116,2019-02-07,Dublin,BMW : 3 Series (Estate),,,blue,b,46560
182-C-1449,2018-Jul-12,Cork,ford,mondeo : hatchback,,<colour>White</colour>,B,39876
182-D-3338,2018-Jul-25,,Opel,Astra,Hatchback,White,A,28048
XXX-X-1831,2019-07-27,Dublin,Mazda : Mazda6 (Saloon),,,blue,b,43842
192-W-4433,2019-Jul-15,,Audi,A4,Saloon,Blue,B,50483
XXX-X-2844,2020-01-27,Waterford,Toyota : Corolla (Saloon),,,silver,b,28213
192-D-4876,2019-Jul-22,,ford,MONDEO,Hatchback,#FFFFFF,B,32068
XXX-X-1084,2018-04-08,Waterford,BMW : X3 (SUV),,,blue,c,94414
XXX-X-3627,2020-01-06,Galway,Audi : A4 (Estate),,,red,b,50058
191-G-2462,2019-Apr-12,Galway,audi,a6 : saloon,,<colour>White</colour>,C,86249
181-L-641,2018-Mar-23,Limerick,toyota,prius : hatchback,,<colour>White</colour>,B,34631
201-d-697,22 Feb,DUBLIN,Mazda : CX-30,,SUV,BLUE,2,42039
191-d-863,15 Apr,DUBLIN,Ford : Focus,,Estate,WHITE,1,29628
182-C-2897,2018-Nov-05,,Opel,Astra,Estate,Orange,B,27937
181-d-2379,22 Mar,DUBLIN,Opel : Corsa,,Hatchback,SILVER,1,17455
181-c-4910,24 Feb,CORK,Toyota : Corolla,,Saloon,WHITE,2,29724
181-D-509,2018-Jan-08,,Opel,Astra,Hatchback,Red,A,31538
182-d-1599,11 Jul,DUBLIN,Ford : Mondeo,,Hatchback,WHITE,2,37596
XXX-X-1713,2018-03-05,Dublin,Mercedes : C-Class (Saloon),,,white,b,113329
181-w-60,09 Jan,WATERFORD,Audi : A6,,Saloon,ORANGE,3,72311
191-D-4295,2019-Jan-24,Dublin,mercedes,c-class : saloon,,<colour>White</colour>,B,90165
202-W-2046,2020-Nov-08,,toyota,CAMERY,Saloon,#FFFFFF,B,40081
201-L-3530,2020-Jan-22,,audi,A4,Saloon,#FF0000,B,44571
181-D-4591,2018-Feb-06,,Ford,Fiesta,Hatchback,White,A,27227
XXX-X-2851,2020-02-24,Dublin,Mercedes : A-Class (Saloon),,,silver,b,50271
201-W-3345,2020-Jan-12,,BMW,2 series,Coupe,Blue,B,42796
201-L-1405,2020-Apr-15,Limerick,mazda,mazda3 : saloon,,<colour>Blue</colour>,B,35102
201-D-3470,2020-Mar-19,,Audi,A4,Saloon,Silver,B,43086
XXX-X-958,2020-03-11,Dublin,Toyota : Prius (Hatchback),,,white,b,35079
181-D-1058,2018-Jan-20,,toyota,CAMERY,Saloon,#FFFFFF,B,39187
XXX-X-4359,2019-01-17,Galway,BMW : 3 Series (Estate),,,blue,b,63029
XXX-X-41,2018-01-19,Waterford,Opel : Grandland X (SUV),,,blue,b,49257
XXX-X-4126,2020-09-20,Dublin,Opel : Astra (Hatchback),,,white,a,30085
XXX-X-3932,2019-07-27,Dublin,Mazda : Mazda3 (Hatchback),,,red,b,36680
191-D-3948,2019-May-16,Dublin,mercedes,c-class : saloon,,<colour>Blue</colour>,B,99895
182-C-3898,2018-Jul-11,Cork,toyota,camery : saloon,,<colour>Silver</colour>,B,39942
202-G-388,2020-Jul-24,,Mercedes,AMG-GT,Hatchback,White,D,175141
XXX-X-1930,2019-01-18,Cork,Toyota : Rav4 (SUV),,,white,b,38440
XXX-X-1046,2020-07-11,Dublin,Mazda : CX-5 (SUV),,,white,b,46659
191-C-2478,2019-Feb-11,Cork,mazda,mazda3 : saloon,,<colour>White</colour>,B,35724
192-C-3625,2019-Oct-17,,mercedes,GLC-CLASS,SUV,#FFFFFF,C,98304
191-C-4275,2019-Feb-26,,Ford,Fiesta,Hatchback,Silver,A,28420
191-D-1497,2019-Feb-27,,Opel,Astra,Estate,Red,B,28171
XXX-X-569,2019-03-10,Cork,Mazda : Mazda6 (Saloon),,,white,b,46529
181-l-1443,25 May,LIMERICK,Opel : Astra,,Hatchback,BLUE,1,28358
181-L-3787,2018-Jan-05,,Opel,Astra,Hatchback,White,A,29223
202-D-1599,2020-Jul-18,,mercedes,A-CLASS,Saloon,#FFFFFF,B,49326
191-L-677,2019-Jan-09,,Ford,Focus,Estate,Red,A,32873
191-D-4907,2019-Mar-18,,Mercedes,C-Class,Saloon,Blue,B,95077
XXX-X-3221,2020-07-10,Dublin,BMW : 3 Series (Saloon),,,red,b,41531
191-G-2959,2019-Feb-05,,Mazda,Mazda3,Saloon,Silver,B,32949
XXX-X-4290,2019-07-27,Dublin,Toyota : Yaris (Hatchback),,,white,a,17438
XXX-X-977,2019-07-11,Cork,Ford : Mustang (Coupe),,,white,c,56274
181-D-4246,2018-Feb-10,,bmw,3 SERIES,Saloon,#FFFFFF,B,60296
191-C-459,2019-Jan-21,Cork,mercedes,c-class : saloon,,<colour>White</colour>,B,83667
191-L-478,2019-Feb-26,,Mazda,CX-30,SUV,White,B,38507
181-L-2568,2018-Jan-16,Limerick,mazda,mazda6 : estate,,<colour>Orange</colour>,B,35692
201-w-2843,20 Feb,WATERFORD,Mercedes : GLC-Class,,SUV,ORANGE,3,99536
191-l-75,14 Mar,LIMERICK,BMW : 3 Series,,Estate,ORANGE,2,74010
191-L-2564,2019-Mar-13,,Mercedes,C-Class,Saloon,Orange,B,104325
191-G-3920,2019-Feb-27,,Opel,Insignia,Hatchback,Blue,B,29992
201-d-793,18 Jan,DUBLIN,Toyota : Camery,,Saloon,WHITE,2,39274
191-C-3554,2019-Apr-02,,ford,FOCUS,Hatchback,#FFFFFF,A,27190
XXX-X-221,2019-07-11,Dublin,Opel : Crossland X (SUV),,,blue,a,23973
181-W-4683,2018-Feb-11,Waterford,toyota,prius : hatchback,,<colour>Blue</colour>,B,36934
181-D-939,2018-Jan-03,,mercedes,A-CLASS,Saloon,#0000FF,B,38845
XXX-X-2080,2019-02-20,Waterford,Opel : Corsa (Hatchback),,,orange,a,23264
191-D-505,2019-Jan-12,,Toyota,Rav4,SUV,Blue,B,36386
202-C-2731,2020-Sep-21,,Opel,Astra,Hatchback,Silver,A,28750
191-l-1958,15 Feb,LIMERICK,Ford : Focus,,Hatchback,WHITE,1,39252
XXX-X-836,2019-05-06,Dublin,Opel : Astra (Estate),,,blue,b,25875
201-c-4900,14 Jan,CORK,Audi : A6,,Estate,BLUE,3,87804
191-D-3540,2019-Mar-15,,Opel,Crossland X,SUV,White,A,26216
XXX-X-4165,2019-09-20,Cork,Mazda : CX-5 (SUV),,,silver,b,43224
XXX-X-2343,2020-07-06,Waterford,Ford : Fiesta (Hatchback),,,white,a,27985
201-L-674,2020-Apr-21,,Ford,Fiesta,Hatchback,Red,A,24865
191-L-965,2019-Apr-18,,Mercedes,A-Class,Saloon,White,B,34398
201-D-727,2020-Feb-17,,mazda,CX-5,SUV,#FFA500,B,30963
191-D-4927,2019-Jan-03,Dublin,opel,crossland x : suv,,<colour>White</colour>,A,26763
192-C-3287,2019-Nov-20,,Opel,Corsa,Hatchback,Blue,A,17453
182-D-2389,2018-Jul-04,,audi,Q7,SUV,#FFFFFF,D,89250
XXX-X-1268,2019-03-01,Waterford,Audi : Q7 (SUV),,,orange,d,118597
XXX-X-1506,2019-03-04,Waterford,BMW : X3 (SUV),,,white,c,73624
XXX-X-3928,2018-06-15,Dublin,Toyota : Camery (Saloon),,,white,b,39062
XXX-X-1013,2020-02-05,Cork,Audi : A4 (Saloon),,,red,b,48890
XXX-X-3838,2018-01-03,Galway,Mercedes : A-Class (Saloon),,,white,b,45448
181-l-2261,08 Feb,LIMERICK,BMW : 2 series,,Coupe,RED,2,115005
192-D-1078,2019-Jul-10,,mercedes,C-CLASS,Estate,#FF0000,B,66139
XXX-X-3787,2018-07-17,Dublin,Mazda : Mazda6 (Estate),,,red,b,40650
XXX-X-1732,2020-02-09,Galway,Mazda : Mazda6 (Estate),,,blue,b,35503
XXX-X-3013,2020-03-22,Limerick,Toyota : Corolla (Hatchback),,,red,b,30223
XXX-X-2832,2018-01-25,Dublin,Ford : Focus (Estate),,,blue,a,27006
202-g-1514,06 Jul,GALWAY,Opel : Corsa,,Hatchback,BLUE,1,23284
181-W-1511,2018-Mar-26,,Toyota,Yaris,Hatchback,Silver,A,15027
201-C-2375,2020-Mar-25,,Mazda,Mazda6,Estate,Blue,B,42532
192-c-1011,21 Aug,CORK,Opel : Corsa,,Hatchback,SILVER,1,23679
XXX-X-2771,2019-01-04,Cork,Audi : A4 (Saloon),,,white,b,45976
202-G-3339,2020-Jul-27,,audi,A6,Saloon,#0000FF,C,79922
XXX-X-4803,2020-07-03,Dublin,Mazda : CX-5 (SUV),,,red,b,48774
181-L-2379,2018-Jan-03,,opel,INSIGNIA,Hatchback,#FFFFFF,B,34105
XXX-X-3327,2019-02-22,Dublin,Mercedes : C-Class (Estate),,,silver,b,66308
191-L-422,2019-Jan-06,,Audi,A4,Estate,Red,B,45035
201-C-603,2020-Mar-05,,Opel,Grandland X,SUV,Silver,B,45628
XXX-X-4778,2020-01-22,Waterford,Ford : Fiesta (Hatchback),,,white,a,26103
191-D-2419,2019-Jan-07,,Ford,Fiesta,Hatchback,Red,A,27796
XXX-X-606,2018-01-05,Dublin,Opel : Astra (Estate),,,red,b,28659
XXX-X-1842,2019-07-05,Dublin,Opel : Crossland X (SUV),,,red,a,24225
201-d-3930,20 Feb,DUBLIN,Opel : Grandland X,,SUV,BLUE,2,39081
181-D-925,2018-Jan-02,,ford,FOCUS,Estate,#FFFFFF,A,40208
201-D-4216,2020-Feb-02,,BMW,2 series,Coupe,Orange,B,52075
201-l-3596,16 Jan,LIMERICK,Ford : Kuga,,SUV,SILVER,2,42944
201-c-2873,08 Mar,CORK,Opel : Grandland X,,SUV,WHITE,2,30491
XXX-X-1839,2019-04-07,Dublin,Mazda : Mazda3 (Saloon),,,blue,b,32512
XXX-X-1407,2018-02-01,Limerick,Ford : Mustang (Coupe),,,blue,c,65451
181-l-3262,13 Mar,LIMERICK,Mazda : CX-30,,SUV,SILVER,2,33518
181-g-2261,03 Jan,GALWAY,Audi : A6,,Estate,BLUE,3,58854
XXX-X-1653,2019-01-12,Galway,Ford : Focus (Hatchback),,,orange,a,27568
182-d-2525,23 Jul,DUBLIN,Ford : Focus,,Hatchback,BLUE,1,34463
201-D-3160,2020-Feb-26,,Mercedes,GLC-Class,SUV,Blue,C,127778
XXX-X-1957,2019-01-25,Galway,Mazda : Mazda3 (Saloon),,,white,b,36240
202-c-189,06 Jul,CORK,Mercedes : A-Class,,Hatchback,SILVER,2,59707
XXX-X-3755,2018-01-10,Cork,Ford : Fiesta (Hatchback),,,blue,a,20780
201-w-4664,20 Feb,WATERFORD,Toyota : Prius,,Hatchback,WHITE,2,35985
